,box 1,box 1
,min,max
num_events,"{30, 31, 32, 36, 37, 39, 40, 41, 42, 44, 46, 49, 50, 51, 53, 56, 57, 58, 60, 62, 64, 65, 68, 69, 70, 71, 73, 74, 75, 76, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 96, 97, 98, 100, 101, 102, 104, 105, 107, 108, 109, 110, 112, 113, 118, 119}","{30, 31, 32, 36, 37, 39, 40, 41, 42, 44, 46, 49, 50, 51, 53, 56, 57, 58, 60, 62, 64, 65, 68, 69, 70, 71, 73, 74, 75, 76, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 96, 97, 98, 100, 101, 102, 104, 105, 107, 108, 109, 110, 112, 113, 118, 119}"
A.2_pfail,0.000104156397942,0.899423073502959
